Alloy ID,Alloy,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,Re,N,Sc,Li,Sn,Be,Num_of_Elem,dHmix,dSmix,dGmix,Tm,Atom.Size.Diff,Elect.Diff,VEC,Sythesis_Route,Microstructure_,Microstructure,Phases,References
Alloy 0741,CoCrMoNbTi0.4,0,0.227272727,0.227272727,0,0,0,0,0.090909091,0,0.227272727,0.227272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-12.76859504,13.01133249,541.0069404,2080.935735,6.235777745,0.224942601,6.272727273,AC,BCC,BCC,BCC_SS,10.1007/s11665-017-2799-z
Alloy 0742,CoCrMoNbTi0.5,0,0.222222222,0.222222222,0,0,0,0,0.111111111,0,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-12.9382716,13.14594406,538.7066514,2073.162136,6.308580241,0.225684145,6.222222222,AC,BCC + Laves,BCC + Im,Im,10.1007/s11665-017-2799-z
Alloy 0743,CoCrMoNbTi1.0,0,0.2,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-13.44,13.38161053,529.1503242,2038.236834,6.534212985,0.227191549,6,AC,BCC + Laves,BCC + Im,Im,10.1007/s11665-017-2799-z
Alloy 0744,AlCoCrFeNiC1.5,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,0,0.230769231,0,0,0,0,0,0,0,0,0,6,-15.38461538,14.78505343,376.5450366,1458.32155,5.146767188,0.122759205,6.692307692,AC,BCC + Im,BCC + Im,Im,10.1016/j.jallcom.2010.10.047
Alloy 0745,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-9.798,10.87153784,343.5855689,1310.79,5.351956687,0.148163558,7.38,AC,FCC + Im,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0746,Fe36Ni18Mn33Al13Ti2,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-10.87543253,11.46079052,341.2440474,1304.794503,5.55053626,0.148891199,7.31372549,AC,FCC + Im,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0747,Fe36Ni18Mn33Al13Ti2,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-10.87543253,11.46079052,341.2440474,1304.794503,5.55053626,0.148891199,7.31372549,AC,FCC + Im,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0748,Fe36Ni18Mn33Al13Ti4,0.125,0,0,0.346153846,0.173076923,0,0.317307692,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-11.8635355,11.80885555,342.0813631,1309.742822,5.723897154,0.149505967,7.25,AC,FCC + Im,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0749,Fe36Ni18Mn33Al13Ti4,0.125,0,0,0.346153846,0.173076923,0,0.317307692,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-11.8635355,11.80885555,342.0813631,1309.742822,5.723897154,0.149505967,7.25,AC,FCC + Im,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0750,Fe36Ni18Mn33Al13Ti4,0.125,0,0,0.346153846,0.173076923,0,0.317307692,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-11.8635355,11.80885555,342.0813631,1309.742822,5.723897154,0.149505967,7.25,AC,FCC + Im,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0751,Fe36Ni18Mn33Al13Ti6,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-12.77002492,12.06471769,343.0010535,1314.555167,5.87601992,0.150019935,7.188679245,AC,FCC + Im,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0752,Fe36Ni18Mn33Al13Ti6,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-12.77002492,12.06471769,343.0010535,1314.555167,5.87601992,0.150019935,7.188679245,AC,FCC + Im,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0753,Fe36Ni18Mn33Al13Ti2,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-10.87543253,11.46079052,341.2440474,1304.794503,5.55053626,0.148891199,7.31372549,AC,FCC + Im,FCC + Im,Im,10.1016/j.intermet.2016.06.001
Alloy 0754,Fe30Ni20Mn35Al15,0.15,0,0,0.3,0.2,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-11.33,11.10051501,336.7521228,1285.85,5.423557397,0.150847605,7.3,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0755,Fe33Ni19Mn34Al14,0.14,0,0,0.33,0.19,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-10.56,11.00376389,340.1443933,1298.32,5.393118654,0.149570585,7.34,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0756,Fe29Ni19Mn38Al14,0.14,0,0,0.29,0.19,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-10.9216,10.95397309,337.1689421,1286.72,5.316103858,0.15132746,7.3,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0757,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-9.798,10.87153784,343.5855689,1310.79,5.351956687,0.148163558,7.38,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0758,Fe31Ni18Mn38Al13,0.13,0,0,0.31,0.18,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-10.222,10.84738881,339.8155864,1296.29,5.270017825,0.150637446,7.33,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0759,Fe33Ni17Mn38Al12,0.12,0,0,0.33,0.17,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-9.5192,10.71904514,342.4926885,1305.86,5.218919898,0.149931184,7.36,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0760,Fe34Ni16Mn39Al11,0.11,0,0,0.34,0.16,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-8.8868,10.55966527,344.4519257,1312.53,5.146793324,0.149598262,7.38,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0761,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-9.798,10.87153784,343.5855689,1310.79,5.351956687,0.148163558,7.38,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0762,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-9.798,10.87153784,343.5855689,1310.79,5.351956687,0.148163558,7.38,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0763,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-9.798,10.87153784,343.5855689,1310.79,5.351956687,0.148163558,7.38,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0764,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-9.798,10.87153784,343.5855689,1310.79,5.351956687,0.148163558,7.38,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0765,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-9.798,10.87153784,343.5855689,1310.79,5.351956687,0.148163558,7.38,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0766,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-9.798,10.87153784,343.5855689,1310.79,5.351956687,0.148163558,7.38,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0767,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-9.798,10.87153784,343.5855689,1310.79,5.351956687,0.148163558,7.38,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0768,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-9.798,10.87153784,343.5855689,1310.79,5.351956687,0.148163558,7.38,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0769,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-9.798,10.87153784,343.5855689,1310.79,5.351956687,0.148163558,7.38,AC,FCC + Im,FCC + Im,Im,10.1007/s10853-013-7884-6
Alloy 0770,Al0.3CrFe1.5MnNi,0.0625,0,0.208333333,0.3125,0.208333333,0,0.208333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-6.553819444,12.61433915,373.8084995,1435.620733,4.546837188,0.135874227,7.479166667,AC,BCC,BCC,BCC_SS,10.1007/s12598-014-0224-4
Alloy 0771,Al0.3CrFe1.5MnNi0.5Ti0.2,0.066666667,0,0.222222222,0.333333333,0.111111111,0,0.222222222,0.044444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-7.674074074,13.28429997,374.3305458,1441.338432,5.397076994,0.132053861,7.044444444,AC,BCC,BCC,BCC_SS,10.1007/s12598-014-0224-4
Alloy 0772,Al0.3CrFe1.5MnNi0.5Si0.2,0.066666667,0,0.222222222,0.333333333,0.111111111,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,6,-11.35604938,13.28429997,372.1206087,1432.843547,5.066482224,0.132134611,7.044444444,AC,BCC + Im,BCC + Im,Im,10.1007/s12598-014-0224-4
Alloy 0773,Al25Ti25Ni25Cu25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-23.25,11.52629192,317.4058316,1214,6.924399486,0.166883193,7,AC,FCC,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0774,Al25Ti25Ni25Cu25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-23.25,11.52629192,317.4058316,1214,6.924399486,0.166883193,7,AC,FCC,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0775,Al25Ti25Ni25Cu25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-23.25,11.52629192,317.4058316,1214,6.924399486,0.166883193,7,AC,FCC,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0776,Al25Ti25Ni25Cu25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-23.25,11.52629192,317.4058316,1214,6.924399486,0.166883193,7,AC,FCC,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0777,Al22.5Ti22.5Ni20Cu20Fe15,0.225,0,0,0.15,0.2,0.2,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-19.955,13.29971261,314.8955816,1212.611429,7.168103603,0.157765451,6.975,AC,FCC1+FCC2,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0778,Al22.5Ti22.5Ni20Cu20Fe15,0.225,0,0,0.15,0.2,0.2,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-19.955,13.29971261,314.8955816,1212.611429,7.168103603,0.157765451,6.975,AC,FCC1+FCC2,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0779,Al22.5Ti22.5Ni20Cu20Fe15,0.225,0,0,0.15,0.2,0.2,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-19.955,13.29971261,314.8955816,1212.611429,7.168103603,0.157765451,6.975,AC,FCC1+FCC2,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0780,Al22.5Ti22.5Ni20Cu20Fe15,0.225,0,0,0.15,0.2,0.2,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-19.955,13.29971261,314.8955816,1212.611429,7.168103603,0.157765451,6.975,AC,FCC1+FCC2,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0781,AlTiNiCuFe,0.2,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-17.6,13.38161053,320.041837,1232.807266,7.162214461,0.153544782,7.2,AC,FCC1+FCC2,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0782,AlTiNiCuFe,0.2,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-17.6,13.38161053,320.041837,1232.807266,7.162214461,0.153544782,7.2,AC,FCC1+FCC2,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0783,AlTiNiCuFe,0.2,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-17.6,13.38161053,320.041837,1232.807266,7.162214461,0.153544782,7.2,AC,FCC1+FCC2,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0784,AlTiNiCuFe,0.2,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-17.6,13.38161053,320.041837,1232.807266,7.162214461,0.153544782,7.2,AC,FCC1+FCC2,FCC,FCC_SS,10.1016/j.apsusc.2015.07.207
Alloy 0785,Al0.5CoCrFeNiTi0.5,0.1,0.2,0.2,0.2,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-15.52,14.53423972,379.4703095,1468.224762,6.252018873,0.13163966,7.3,AC,FCC + BCC,FCC + BCC,FCC_PLUS_BCC,10.1016/j.jallcom.2018.01.247
Alloy 0786,Al0.8CoCrFeNiTi0.2,0.16,0.2,0.2,0.2,0.2,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-21.97777778,14.84171088,371.6384062,1439.660858,7.321195919,0.14400463,6.7,AC,FCC + BCC,FCC + BCC,FCC_PLUS_BCC,10.1016/j.jallcom.2018.01.247
Alloy 0787,AlCoCrFeNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-12.32 ,13.38 ,437.2111258,1684.09 ,5.25 ,0.12 ,7.20 ,AC,BCC,BCC,BCC_SS,10.1016/j.jallcom.2018.01.247
Alloy 0788,HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,5,2.72 ,13.38 ,655.02398,2523.00 ,4.01 ,0.12 ,4.40 ,AC,BCC,BCC,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0789,HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,5,2.72 ,13.38 ,655.02398,2523.00 ,4.01 ,0.12 ,4.40 ,AC,BCC1 + BCC2,BCC,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0790,HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,5,2.72 ,13.38 ,655.02398,2523.00 ,4.01 ,0.12 ,4.40 ,AC,BCC1 + BCC2,BCC,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0791,HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,5,2.72 ,13.38 ,655.02398,2523.00 ,4.01 ,0.12 ,4.40 ,AC,BCC1 + BCC2,BCC,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0792,HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,5,2.72 ,13.38 ,655.02398,2523.00 ,4.01 ,0.12 ,4.40 ,AC,BCC1 + BCC2,BCC,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0793,HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,5,2.72 ,13.38 ,655.02398,2523.00 ,4.01 ,0.12 ,4.40 ,AC,BCC1 + BCC2,BCC,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0794,HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,5,2.72 ,13.38 ,655.02398,2523.00 ,4.01 ,0.12 ,4.40 ,AC,BCC1 + BCC2,BCC,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0795,HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,5,2.72 ,13.38 ,655.02398,2523.00 ,4.01 ,0.12 ,4.40 ,AC,BCC1 + BCC2,BCC,BCC_SS,10.1007/s11661-018-4646-8
Alloy 0796,CoCrFeNiMnC0.01,0,0.199600798,0.199600798,0.199600798,0.199600798,0,0.199600798,0,0,0,0,0,0,0,0,0.001996008,0,0,0,0,0,0,0,0,0,6,-4.554563528,13.47464902,386.5139946,1489.328683,3.704143663,0.142584003,7.992015968,AC,FCC,FCC,FCC_SS,10.1016/j.jallcom.2016.09.208
Alloy 0797,CoCrFeNiMnC0.01,0,0.199600798,0.199600798,0.199600798,0.199600798,0,0.199600798,0,0,0,0,0,0,0,0,0.001996008,0,0,0,0,0,0,0,0,0,6,-4.554563528,13.47464902,386.5139946,1489.328683,3.704143663,0.142584003,7.992015968,AC,FCC,FCC,FCC_SS,10.1016/j.jallcom.2016.09.208
Alloy 0798,CoCrFeNiMnC0.01,0,0.199600798,0.199600798,0.199600798,0.199600798,0,0.199600798,0,0,0,0,0,0,0,0,0.001996008,0,0,0,0,0,0,0,0,0,6,-4.554563528,13.47464902,386.5139946,1489.328683,3.704143663,0.142584003,7.992015968,AC,FCC,FCC,FCC_SS,10.1016/j.jallcom.2016.09.208
Alloy 0799,CoCrFeNiMnC0.01,0,0.199600798,0.199600798,0.199600798,0.199600798,0,0.199600798,0,0,0,0,0,0,0,0,0.001996008,0,0,0,0,0,0,0,0,0,6,-4.554563528,13.47464902,386.5139946,1489.328683,3.704143663,0.142584003,7.992015968,AC,FCC,FCC,FCC_SS,10.1016/j.jallcom.2016.09.208
Alloy 0800,CoCrFeNiMnC0.01,0,0.199600798,0.199600798,0.199600798,0.199600798,0,0.199600798,0,0,0,0,0,0,0,0,0.001996008,0,0,0,0,0,0,0,0,0,6,-4.554563528,13.47464902,386.5139946,1489.328683,3.704143663,0.142584003,7.992015968,AC,FCC,FCC,FCC_SS,10.1016/j.jallcom.2016.09.208
Alloy 0801,Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.27 ,12.83 ,469.9351993,1806.29 ,3.49 ,0.11 ,7.88 ,AC,FCC,FCC,FCC_SS,10.1016/j.matdes.2017.02.072
Alloy 0802,Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.27 ,12.83 ,469.9351993,1806.29 ,3.49 ,0.11 ,7.88 ,AC,FCC,FCC,FCC_SS,10.1016/j.matdes.2017.02.072
Alloy 0803,Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.27 ,12.83 ,469.9351993,1806.29 ,3.49 ,0.11 ,7.88 ,AC,FCC + Im,FCC + Im,Im,10.1016/j.matdes.2017.02.072
Alloy 0804,Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.27 ,12.83 ,469.9351993,1806.29 ,3.49 ,0.11 ,7.88 ,AC,FCC + Im,FCC + Im,Im,10.1016/j.jallcom.2008.12.088
Alloy 0805,Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.27 ,12.83 ,469.9351993,1806.29 ,3.49 ,0.11 ,7.88 ,AC,FCC +Im,FCC + Im,Im,10.1016/j.jallcom.2008.12.088
Alloy 0806,Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-7.27 ,12.83 ,469.9351993,1806.29 ,3.49 ,0.11 ,7.88 ,AC,FCC + Im,FCC + Im,Im,10.1016/j.jallcom.2008.12.088
Alloy 0807,CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-4.89 ,9.13 ,499.23715,1892.00 ,1.12 ,0.11 ,8.33 ,AC,FCC,FCC,FCC_SS,10.1038/ncomms10602
Alloy 0808,CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-4.89 ,9.13 ,499.23715,1892.00 ,1.12 ,0.11 ,8.33 ,AC,FCC,FCC,FCC_SS,10.1038/ncomms10602
Alloy 0809,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16 ,13.38 ,467.623384,1801.20 ,0.92 ,0.14 ,8.00 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0810,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16 ,13.38 ,467.623384,1801.20 ,0.92 ,0.14 ,8.00 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0811,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16 ,13.38 ,467.623384,1801.20 ,0.92 ,0.14 ,8.00 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0812,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16 ,13.38 ,467.623384,1801.20 ,0.92 ,0.14 ,8.00 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0813,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16 ,13.38 ,467.623384,1801.20 ,0.92 ,0.14 ,8.00 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0814,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16 ,13.38 ,467.623384,1801.20 ,0.92 ,0.14 ,8.00 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0815,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4.16 ,13.38 ,467.623384,1801.20 ,0.92 ,0.14 ,8.00 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0816,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3.75 ,11.53 ,489.4027225,1871.75 ,1.03 ,0.10 ,8.25 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0817,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3.75 ,11.53 ,489.4027225,1871.75 ,1.03 ,0.10 ,8.25 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0818,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3.75 ,11.53 ,489.4027225,1871.75 ,1.03 ,0.10 ,8.25 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0819,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3.75 ,11.53 ,489.4027225,1871.75 ,1.03 ,0.10 ,8.25 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0820,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3.75 ,11.53 ,489.4027225,1871.75 ,1.03 ,0.10 ,8.25 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0821,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3.75 ,11.53 ,489.4027225,1871.75 ,1.03 ,0.10 ,8.25 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0822,CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3.75 ,11.53 ,489.4027225,1871.75 ,1.03 ,0.10 ,8.25 ,AC,FCC,FCC,FCC_SS,10.1016/j.intermet.2013.03.018
Alloy 0823,Fe40Mn27Ni26Co5Cr2,0,0.05,0.02,0.4,0.26,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3.4172,10.79468703,374.5031969,1428.295292,3.715774934,0.142942331,8.26,AC,FCC,FCC,FCC_SS,10.1016/j.scriptamat.2013.09.030
